,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score
3360,4/1/2012,Season 2,Episode 1,The North Remembers,jorah mormont,Who are you?,House Mormont, who are you,3,"['who', 'are', 'you']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
5914,5/13/2012,Season 2,Episode 7,A Man Without Honor,tyrion lannister,"Yes, that's more than we have. He'll be at our gates within five days, four if he has the wind.",House Lannister, yes that is more than we have he will be at our gates within five days four if he has the wind,22,"['yes', 'that', 'is', 'more', 'than', 'we', 'have', 'he', 'will', 'be', 'at', 'our', 'gates', 'within', 'five', 'days', 'four', 'if', 'he', 'has', 'the', 'wind']","['yes', 'gates', 'within', 'five', 'days', 'four', 'wind']","['yes', 'gate', 'within', 'five', 'day', 'four', 'wind']", yes gate within five day four wind,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019
4993,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,catelyn stark,I vow that you shall always have a place in my home and at my table and that I shall ask no service of you that might bring you dishonor. I swear it by the Old Gods and the new.,House Stark, i vow that you shall always have a place in my home and at my table and that i shall ask no service of you that might bring you dishonor i swear it by the old gods and the new,40,"['i', 'vow', 'that', 'you', 'shall', 'always', 'have', 'a', 'place', 'in', 'my', 'home', 'and', 'at', 'my', 'table', 'and', 'that', 'i', 'shall', 'ask', 'no', 'service', 'of', 'you', 'that', 'might', 'bring', 'you', 'dishonor', 'i', 'swear', 'it', 'by', 'the', 'old', 'gods', 'and', 'the', 'new']","['vow', 'shall', 'always', 'place', 'home', 'table', 'shall', 'ask', 'service', 'might', 'bring', 'dishonor', 'swear', 'old', 'gods', 'new']","['vow', 'shall', 'always', 'place', 'home', 'table', 'shall', 'ask', 'service', 'might', 'bring', 'dishonor', 'swear', 'old', 'god', 'new']", vow shall always place home table shall ask service might bring dishonor swear old god new,"{'neg': 0.069, 'neu': 0.809, 'pos': 0.121, 'compound': 0.2263}",0.2263
6747,6/3/2012,Season 2,Episode 10,Valar Morghulis,grand maester pycelle,The murderer and traitor Stannis Baratheon suffered a stunning defeat at the hands of your father.,House Lannister, the murderer and traitor stannis baratheon suffered a stunning defeat at the hands of your father,16,"['the', 'murderer', 'and', 'traitor', 'stannis', 'baratheon', 'suffered', 'a', 'stunning', 'defeat', 'at', 'the', 'hands', 'of', 'your', 'father']","['murderer', 'traitor', 'stannis', 'baratheon', 'suffered', 'stunning', 'defeat', 'hands', 'father']","['murderer', 'traitor', 'stannis', 'baratheon', 'suffered', 'stunning', 'defeat', 'hand', 'father']", murderer traitor stannis baratheon suffered stunning defeat hand father,"{'neg': 0.524, 'neu': 0.194, 'pos': 0.282, 'compound': -0.7184}",-0.7184
6266,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,robb stark,Any Ironborn with the exception of Theon Greyjoy. He betrayed our cause. He betrayed me. And we will hunt him down no matter where he runs.,House Stark, any ironborn with the exception of theon greyjoy he betrayed our cause he betrayed me and we will hunt him down no matter where he runs,26,"['any', 'ironborn', 'with', 'the', 'exception', 'of', 'theon', 'greyjoy', 'he', 'betrayed', 'our', 'cause', 'he', 'betrayed', 'me', 'and', 'we', 'will', 'hunt', 'him', 'down', 'no', 'matter', 'where', 'he', 'runs']","['ironborn', 'exception', 'theon', 'greyjoy', 'betrayed', 'cause', 'betrayed', 'hunt', 'matter', 'runs']","['ironborn', 'exception', 'theon', 'greyjoy', 'betrayed', 'cause', 'betrayed', 'hunt', 'matter', 'run']", ironborn exception theon greyjoy betrayed cause betrayed hunt matter run,"{'neg': 0.497, 'neu': 0.435, 'pos': 0.068, 'compound': -0.836}",-0.836
6572,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,What are you doing?,House Lannister, what are you doing,4,"['what', 'are', 'you', 'doing']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
4810,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,What? Demon monkey?,House Lannister, what demon monkey,3,"['what', 'demon', 'monkey']","['demon', 'monkey']","['demon', 'monkey']", demon monkey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5558,5/13/2012,Season 2,Episode 7,A Man Without Honor,bran stark,We couldn't risk going to the kitchens.,House Stark, we could not risk going to the kitchens,8,"['we', 'could', 'not', 'risk', 'going', 'to', 'the', 'kitchens']","['could', 'risk', 'going', 'kitchens']","['could', 'risk', 'going', 'kitchen']", could risk going kitchen,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}",-0.2732
3773,4/8/2012,Season 2,Episode 2,The Night Lands,tyrion lannister,His name is Bronn... and he is the new commander of the City Watch.,House Lannister, his name is bronn and he is the new commander of the city watch,14,"['his', 'name', 'is', 'bronn', 'and', 'he', 'is', 'the', 'new', 'commander', 'of', 'the', 'city', 'watch']","['name', 'bronn', 'new', 'commander', 'city', 'watch']","['name', 'bronn', 'new', 'commander', 'city', 'watch']", name bronn new commander city watch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4756,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,Swear to me on what?,House Lannister, swear to me on what,5,"['swear', 'to', 'me', 'on', 'what']",['swear'],['swear'], swear,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0516}",-0.0516
4758,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,But I don't care about your life.,House Lannister, but i do not care about your life,8,"['but', 'i', 'do', 'not', 'care', 'about', 'your', 'life']","['care', 'life']","['care', 'life']", care life,"{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4939}",0.4939
6028,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,robb stark,"He once told me that being a lord is like being a father, except you have thousands of children and you worry about all of them. The farmers plowing the fields are yours to protect. The charwomen scrubbing the floors, yours to protect. The soldiers you order into battle. He told me he woke with fear in the morning and went to bed with fear in the night. I didn't believe him. I asked him, ""How can a man be brave if he's afraid?"" ""That is the only time a man can be brave,"" he told me.",House Stark, he once told me that being a lord is like being a father except you have thousands of children and you worry about all of them the farmers plowing the fields are yours to protect the charwomen scrubbing the floors yours to protect the soldiers you order into battle he told me he woke with fear in the morning and went to bed with fear in the night i did not believe him i asked him how can a man be brave if he is afraid that is the only time a man can be brave he told me,99,"['he', 'once', 'told', 'me', 'that', 'being', 'a', 'lord', 'is', 'like', 'being', 'a', 'father', 'except', 'you', 'have', 'thousands', 'of', 'children', 'and', 'you', 'worry', 'about', 'all', 'of', 'them', 'the', 'farmers', 'plowing', 'the', 'fields', 'are', 'yours', 'to', 'protect', 'the', 'charwomen', 'scrubbing', 'the', 'floors', 'yours', 'to', 'protect', 'the', 'soldiers', 'you', 'order', 'into', 'battle', 'he', 'told', 'me', 'he', 'woke', 'with', 'fear', 'in', 'the', 'morning', 'and', 'went', 'to', 'bed', 'with', 'fear', 'in', 'the', 'night', 'i', 'did', 'not', 'believe', 'him', 'i', 'asked', 'him', 'how', 'can', 'a', 'man', 'be', 'brave', 'if', 'he', 'is', 'afraid', 'that', 'is', 'the', 'only', 'time', 'a', 'man', 'can', 'be', 'brave', 'he', 'told', 'me']","['told', 'lord', 'like', 'father', 'except', 'thousands', 'children', 'worry', 'farmers', 'plowing', 'fields', 'protect', 'charwomen', 'scrubbing', 'floors', 'protect', 'soldiers', 'order', 'battle', 'told', 'woke', 'fear', 'morning', 'went', 'bed', 'fear', 'night', 'believe', 'asked', 'man', 'brave', 'afraid', 'time', 'man', 'brave', 'told']","['told', 'lord', 'like', 'father', 'except', 'thousand', 'child', 'worry', 'farmer', 'plowing', 'field', 'protect', 'charwoman', 'scrubbing', 'floor', 'protect', 'soldier', 'order', 'battle', 'told', 'woke', 'fear', 'morning', 'went', 'bed', 'fear', 'night', 'believe', 'asked', 'man', 'brave', 'afraid', 'time', 'man', 'brave', 'told']", told lord like father except thousand child worry farmer plowing field protect charwoman scrubbing floor protect soldier order battle told woke fear morning went bed fear night believe asked man brave afraid time man brave told,"{'neg': 0.223, 'neu': 0.506, 'pos': 0.272, 'compound': 0.3818}",0.3818
6574,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,"You're perfect, aren't you? Praying. What are you praying for?",House Lannister, you are perfect are not you praying what are you praying for,12,"['you', 'are', 'perfect', 'are', 'not', 'you', 'praying', 'what', 'are', 'you', 'praying', 'for']","['perfect', 'praying', 'praying']","['perfect', 'praying', 'praying']", perfect praying praying,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8271}",0.8271
3689,4/8/2012,Season 2,Episode 2,The Night Lands,jon snow,No you just want to steal her. What do you think Craster cuts off for that?,House Stark, no you just want to steal her what do you think craster cuts off for that,16,"['no', 'you', 'just', 'want', 'to', 'steal', 'her', 'what', 'do', 'you', 'think', 'craster', 'cuts', 'off', 'for', 'that']","['want', 'steal', 'think', 'craster', 'cuts']","['want', 'steal', 'think', 'craster', 'cut']", want steal think craster cut,"{'neg': 0.616, 'neu': 0.233, 'pos': 0.151, 'compound': -0.6124}",-0.6124
4390,4/22/2012,Season 2,Episode 4,Garden of Bones,tyrion lannister,What kind of knight beats a helpless girl?,House Lannister, what kind of knight beats a helpless girl,8,"['what', 'kind', 'of', 'knight', 'beats', 'a', 'helpless', 'girl']","['kind', 'knight', 'beats', 'helpless', 'girl']","['kind', 'knight', 'beat', 'helpless', 'girl']", kind knight beat helpless girl,"{'neg': 0.319, 'neu': 0.319, 'pos': 0.362, 'compound': 0.1027}",0.1027
4219,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,A guest.,House Lannister, a guest,2,"['a', 'guest']",['guest'],['guest'], guest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3334,4/1/2012,Season 2,Episode 1,The North Remembers,jorah mormont,We did. We passed through six villages on the way here. All six were abandoned. Where have all the wildlings gone?,House Mormont, we did we passed through six villages on the way here all six were abandoned where have all the wildlings gone,21,"['we', 'did', 'we', 'passed', 'through', 'six', 'villages', 'on', 'the', 'way', 'here', 'all', 'six', 'were', 'abandoned', 'where', 'have', 'all', 'the', 'wildlings', 'gone']","['passed', 'six', 'villages', 'way', 'six', 'abandoned', 'wildlings', 'gone']","['passed', 'six', 'village', 'way', 'six', 'abandoned', 'wildlings', 'gone']", passed six village way six abandoned wildlings gone,"{'neg': 0.3, 'neu': 0.7, 'pos': 0.0, 'compound': -0.4588}",-0.4588
3580,4/8/2012,Season 2,Episode 2,The Night Lands,arya stark,What do you want?,House Stark, what do you want,4,"['what', 'do', 'you', 'want']",['want'],['want'], want,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",0.0772
3564,4/8/2012,Season 2,Episode 2,The Night Lands,jaime lannister,You think my father's going to negotiate with you? You don't know him very well.,House Lannister, you think my fathers going to negotiate with you you do not know him very well,16,"['you', 'think', 'my', 'fathers', 'going', 'to', 'negotiate', 'with', 'you', 'you', 'do', 'not', 'know', 'him', 'very', 'well']","['think', 'fathers', 'going', 'negotiate', 'know', 'well']","['think', 'father', 'going', 'negotiate', 'know', 'well']", think father going negotiate know well,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.2732
6685,5/27/2012,Season 2,Episode 9,Blackwater,tyrion lannister,There's another way out. I'm going to show you. We'll come out behind them and fuck them in their arses.,House Lannister, there is another way out i am going to show you we will come out behind them and fuck them in their arses,23,"['there', 'is', 'another', 'way', 'out', 'i', 'am', 'going', 'to', 'show', 'you', 'we', 'will', 'come', 'out', 'behind', 'them', 'and', 'fuck', 'them', 'in', 'their', 'arses']","['another', 'way', 'going', 'show', 'come', 'behind', 'fuck', 'arses']","['another', 'way', 'going', 'show', 'come', 'behind', 'fuck', 'arses']", another way going show come behind fuck arses,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",-0.5423
6221,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Neither do you.,House Lannister, neither do you,3,"['neither', 'do', 'you']",['neither'],['neither'], neither,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4616,4/22/2012,Season 2,Episode 4,Garden of Bones,tyrion lannister,"Ah. Lavender oil. She always loved lavender oil, even as a girl.",House Lannister, ah lavender oil she always loved lavender oil even as a girl,12,"['ah', 'lavender', 'oil', 'she', 'always', 'loved', 'lavender', 'oil', 'even', 'as', 'a', 'girl']","['ah', 'lavender', 'oil', 'always', 'loved', 'lavender', 'oil', 'even', 'girl']","['ah', 'lavender', 'oil', 'always', 'loved', 'lavender', 'oil', 'even', 'girl']", ah lavender oil always loved lavender oil even girl,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5994}",0.5994
6281,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,robb stark,How did you go from reciting Valyrian poetry to sawing off men's feet?,House Stark, how did you go from reciting valyrian poetry to sawing off mens feet,13,"['how', 'did', 'you', 'go', 'from', 'reciting', 'valyrian', 'poetry', 'to', 'sawing', 'off', 'mens', 'feet']","['go', 'reciting', 'valyrian', 'poetry', 'sawing', 'mens', 'feet']","['go', 'reciting', 'valyrian', 'poetry', 'sawing', 'men', 'foot']", go reciting valyrian poetry sawing men foot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5582,5/13/2012,Season 2,Episode 7,A Man Without Honor,jon snow,Move!,House Stark, move,1,['move'],['move'],['move'], move,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3183,4/1/2012,Season 2,Episode 1,The North Remembers,sansa stark,"Yes, Your Grace.",House Stark, yes your grace,3,"['yes', 'your', 'grace']","['yes', 'grace']","['yes', 'grace']", yes grace,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6705}",0.6705
6672,5/27/2012,Season 2,Episode 9,Blackwater,joffrey lannister,"Ser Boros, Ser Mandon, stay with my uncle and represent the king on the field of battle.",House Lannister, ser boros ser mandon stay with my uncle and represent the king on the field of battle,17,"['ser', 'boros', 'ser', 'mandon', 'stay', 'with', 'my', 'uncle', 'and', 'represent', 'the', 'king', 'on', 'the', 'field', 'of', 'battle']","['ser', 'boros', 'ser', 'mandon', 'stay', 'uncle', 'represent', 'king', 'field', 'battle']","['ser', 'boros', 'ser', 'mandon', 'stay', 'uncle', 'represent', 'king', 'field', 'battle']", ser boros ser mandon stay uncle represent king field battle,"{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.3818}",-0.3818
4743,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,lancel lannister,No.,House Lannister, no,1,['no'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
3279,4/1/2012,Season 2,Episode 1,The North Remembers,bran stark,I don't. Heard some of the men talking about the comet. . They say it's an omen. They say it means Robb will win a great victory in the South.,House Stark, i dont heard some of the men talking about the comet  they say it is an omen they say it means robb will win a great victory in the south,30,"['i', 'dont', 'heard', 'some', 'of', 'the', 'men', 'talking', 'about', 'the', 'comet', 'they', 'say', 'it', 'is', 'an', 'omen', 'they', 'say', 'it', 'means', 'robb', 'will', 'win', 'a', 'great', 'victory', 'in', 'the', 'south']","['dont', 'heard', 'men', 'talking', 'comet', 'say', 'omen', 'say', 'means', 'robb', 'win', 'great', 'victory', 'south']","['dont', 'heard', 'men', 'talking', 'comet', 'say', 'omen', 'say', 'mean', 'robb', 'win', 'great', 'victory', 'south']", dont heard men talking comet say omen say mean robb win great victory south,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.836}",0.836
